Id;ConducenHijos;Edad;NHijos;AntiguedadTrabajo;Ingresos;Soltero;ValorDomicilio;Genero;Educacion;Trabajo;DistanciaTrabajo;Uso;ValVehiculo;Experiencia;Tipo;ColorRojo;TCuantia;NSiniestros;Suspensiones;Motor;Antiguedad;Zona
49204;0;34;2;11;$18,077;No;$104,851;F;Bachiller;Independiente;32;Privado;$19,270;9;Minivan;no;$0;0;No;0;7;Rural
52511;0;38;0;7;$46,947;No;$150,812;F;Superior;Ingeniero;13;Privado;$13,990;1;SUV;no;$0;0;No;0;;Rural
93049;0;25;0;8;$118,074;No;$353,178;M;Superior;Administrador;26;Privado;$15,810;6;Minivan;si;$0;0;Si;2;10;Urbano
79062;0;53;0;13;$186,706;No;$476,703;F;Master;;43;Comercial;$38,700;3;Camión;no;$0;0;No;0;13;Urbano
25371;0;56;0;13;$105,111;No;$324,250;M;Superior;Administrador;63;Privado;$33,150;1;Minivan;no;$0;0;No;0;1;Rural
49316;0;58;0;10;$153,831;No;$0;F;Master;;35;Comercial;$37,320;6;Pickup;no;$0;0;Si;0;13;Urbano
28213;0;48;0;10;$11,067;No;$0;F;Bachiller;Estudiante;47;Privado;$7,410;4;Deportivo;no;$0;0;No;3;7;Rural
75705;0;37;2;10;$103,620;No;$288,628;M;Superior;Administrador;23;Privado;$24,230;1;Minivan;si;$0;0;Si;0;;Urbano
15710;0;47;0;12;$61,880;No;$191,991;M;Superior;Administrador;30;Privado;$17,570;1;Van;no;$0;0;No;0;11;Urbano
35441;0;44;3;12;$59,693;No;$197,014;F;Técnico;Arquitecto;50;Comercial;$23,950;7;Camión;si;$0;0;No;1;6;Urbano
51609;0;29;3;10;$53,643;Si;$0;F;Técnico;Arquitecto;54;Privado;$9,760;1;SUV;no;$0;0;Si;1;11;Rural
95032;0;55;0;11;$5,744;No;$0;M;Técnico;Estudiante;5;Privado;$12,330;6;Minivan;si;$0;0;No;3;7;Urbano
66371;0;40;1;5;$89,348;No;$230,106;F;Master;Administrador;48;Privado;$18,150;6;Pickup;no;$0;0;No;2;14;Urbano
93326;0;41;0;13;$55,138;No;$0;F;Superior;Independiente;29;Comercial;$16,880;10;SUV;no;$0;0;Si;0;13;Urbano
36000;0;50;0;12;$87,083;No;$0;M;Master;Abogado;47;Privado;$20,590;1;Van;no;$0;0;No;4;11;Urbano
14802;0;41;0;11;$71,303;No;;F;Superior;Independiente;31;Comercial;$30,660;7;Minivan;no;$0;0;No;0;8;Urbano
11184;0;53;0;14;$122,959;No;$342,426;M;PhD;Doctor;33;Privado;$21,830;7;Van;si;$0;0;No;0;20;Urbano
80075;0;49;0;14;$37,781;No;$167,789;M;Técnico;Administrador;41;Privado;$11,370;7;Pickup;si;$0;0;No;0;6;Urbano
82290;0;54;0;14;$66,955;No;$241,544;F;Superior;Administrador;48;Privado;$10,540;4;SUV;no;$0;0;No;2;10;Urbano
70662;0;31;2;13;$33,470;Si;$107,174;M;Técnico;Arquitecto;54;Comercial;$4,850;17;Pickup;si;$0;0;No;4;1;Rural
36241;0;60;2;15;$3,005;Si;$125,809;F;Técnico;Ingeniero;5;Privado;$11,640;17;SUV;no;$0;0;Si;0;1;Urbano
25553;0;42;0;10;$14,356;No;$112,218;F;Técnico;Ingeniero;25;Privado;$11,310;4;SUV;no;$0;0;No;4;;Urbano
62924;0;49;0;8;$105,594;No;$301,702;F;PhD;Doctor;17;Privado;$12,920;13;SUV;no;$0;0;No;3;1;Urbano
57756;0;47;0;15;$40,495;No;$196,730;M;Bachiller;Independiente;5;Privado;$10,250;10;Pickup;si;$0;0;No;0;4;Urbano
10671;0;46;0;;$31,177;No;$150,102;M;Técnico;Administrador;41;Comercial;$25,420;9;Camión;no;$0;0;No;1;1;Urbano
81467;0;53;0;15;$55,659;No;$235,880;M;Técnico;Independiente;70;Comercial;$12,370;11;Minivan;si;$0;0;No;1;1;Urbano
98607;0;46;0;8;$56,388;No;$204,486;M;Técnico;Independiente;35;Privado;$7,140;6;Minivan;no;$0;0;No;0;1;Urbano
36685;0;44;0;11;$134,672;No;$336,381;F;Master;Abogado;28;Privado;$30,660;9;Minivan;no;$0;0;No;0;20;Urbano
29431;0;47;0;8;$51,624;No;$0;M;Técnico;Arquitecto;24;Privado;$20,500;1;Van;si;$0;0;No;0;1;Urbano
46195;0;41;0;13;$28,380;No;$118,927;F;Técnico;Arquitecto;41;Privado;$11,810;4;SUV;no;$0;0;No;1;10;Rural
67293;1;44;2;5;$28,833;No;$183,748;M;Bachiller;Arquitecto;36;Privado;$20,550;1;Van;si;$0;0;No;3;1;Rural
34454;0;57;0;11;$209,787;No;$0;F;Master;Abogado;23;Privado;$41,030;1;Van;no;$0;0;No;0;12;Urbano
87116;0;59;0;14;$89,636;No;$256,374;F;Superior;Administrador;44;Privado;$16,360;6;Deportivo;no;$0;0;No;2;13;Rural
85121;0;46;0;13;$19,270;No;$118,739;M;Bachiller;Arquitecto;51;Privado;$18,870;11;Minivan;no;$0;0;No;0;1;Rural
94391;0;50;0;;$0;No;$0;F;Bachiller;Estudiante;48;Privado;$6,500;1;Deportivo;no;$0;0;No;6;4;Urbano
58322;0;33;1;10;$39,584;Si;;F;Superior;Independiente;40;Comercial;$10,260;14;SUV;no;$0;0;No;0;4;Urbano
36060;0;47;0;7;$18,573;No;$106,303;F;Bachiller;Arquitecto;36;Privado;$17,440;11;SUV;no;$0;0;No;0;1;Urbano
89649;0;36;3;15;$79,457;Si;$213,122;F;Superior;Administrador;34;Privado;$5,100;1;SUV;no;$0;0;No;1;8;Urbano
33691;0;53;0;9;$96,093;No;$282,737;F;Superior;Deportista;25;Privado;$6,800;1;SUV;no;$0;0;No;0;14;Urbano
72371;0;39;3;9;$45,789;Si;$0;M;Superior;Deportista;25;Privado;$9,980;9;Pickup;si;$0;0;No;0;10;Urbano
93674;1;37;3;12;$28,196;No;$108,109;F;Técnico;Independiente;24;Comercial;$21,430;15;Minivan;no;$0;0;No;2;4;Urbano
44406;0;59;0;7;$150,956;No;$386,522;F;PhD;Doctor;9;Privado;$22,500;1;Minivan;no;$0;0;No;0;11;Urbano
73637;1;40;3;9;$130,051;No;$379,840;F;Superior;Independiente;23;Comercial;$23,470;11;Minivan;no;$0;0;No;2;9;Urbano
28262;0;37;0;7;$61,790;No;$0;M;Técnico;Independiente;32;Comercial;$15,150;4;Minivan;no;$0;0;No;0;7;Urbano
34320;0;41;3;16;$18,351;No;$0;F;Técnico;Estudiante;30;Comercial;$11,720;7;Pickup;si;$0;0;Si;2;6;Urbano
87478;0;34;1;15;$109,200;No;$306,724;M;Master;Abogado;26;Privado;$17,840;1;Van;si;$0;0;No;0;1;Urbano
51591;0;53;0;14;$107,394;No;$318,906;F;Técnico;Independiente;20;Comercial;$17,540;1;SUV;no;$0;0;No;1;1;Urbano
16161;1;39;1;12;$70,673;No;$223,484;M;Técnico;Independiente;55;Comercial;$46,990;14;Camión;no;$0;0;No;0;9;Rural
46378;0;35;0;;$16,427;No;$86,902;F;Técnico;Administrador;14;Privado;$16,920;4;SUV;no;$0;0;No;0;13;Urbano
10459;0;43;1;14;$79,568;No;$227,743;F;Bachiller;Independiente;81;Privado;$23,490;9;Minivan;no;$0;0;No;4;6;Urbano
43217;2;42;3;18;$63,737;No;$182,220;F;Bachiller;Arquitecto;17;Privado;$12,070;8;SUV;no;$0;0;No;0;5;Rural
94690;0;55;0;12;$64,727;No;$257,070;M;Superior;Administrador;35;Comercial;$25,590;1;Camión;si;$0;0;No;0;;Rural
53757;0;44;0;11;$5,011;No;$132,606;M;Técnico;Estudiante;56;Privado;$6,100;10;Pickup;no;$0;0;No;2;1;Urbano
97824;0;45;0;11;$42,127;No;;M;Master;;44;Comercial;$25,290;11;Camión;si;$0;0;No;0;;Urbano
52656;0;42;0;5;$36,330;No;$185,624;M;Técnico;Arquitecto;27;Privado;$15,250;4;Minivan;si;$0;0;No;0;11;Rural
37071;1;52;1;;$46,464;Si;$184,637;F;Superior;Administrador;44;Comercial;$30,160;6;Pickup;no;$0;0;No;3;10;Rural
40586;0;50;0;14;$17,557;No;$81,891;F;Bachiller;Arquitecto;21;Privado;$9,540;1;SUV;no;$0;0;No;0;9;Urbano
44658;0;29;3;13;$58,773;No;$192,117;M;Técnico;Arquitecto;36;Privado;$10,730;1;Minivan;si;$0;0;No;0;1;Urbano
71724;0;47;0;13;$40,460;No;$0;F;Master;Independiente;54;Comercial;$5,550;4;Deportivo;no;$0;0;No;1;16;Rural
16784;0;51;0;12;$40,038;No;$184,071;M;Técnico;Independiente;45;Comercial;$28,460;1;Camión;si;$0;0;No;1;1;Urbano
43352;0;45;0;6;$87,444;No;$247,573;M;Superior;Independiente;26;Comercial;$13,110;3;Minivan;si;$0;0;No;5;5;Rural
94105;0;51;0;11;$69,554;No;$239,699;M;Superior;Independiente;50;Comercial;$6,600;1;Pickup;si;$0;0;No;2;10;Rural
68061;0;47;0;0;$0;No;$0;F;PhD;Ingeniero;28;Comercial;$18,040;6;Deportivo;no;$0;0;No;6;10;Urbano
61118;0;53;0;12;$45,387;No;$162,853;F;Master;Abogado;38;Privado;$6,040;7;SUV;no;$0;0;No;0;13;Urbano
92775;0;58;0;10;$157,619;No;$397,530;F;PhD;;13;Comercial;$38,240;9;Van;no;$0;0;No;0;;Urbano
63023;0;60;0;15;$52,146;No;$207,382;M;PhD;Doctor;24;Privado;$12,710;11;Minivan;no;$0;0;No;0;19;Urbano
57760;0;28;1;11;$30,877;No;$114,482;F;Bachiller;Arquitecto;26;Privado;$17,360;6;Minivan;no;$0;0;No;0;1;Urbano
80063;0;53;0;14;$70,371;No;$247,936;F;Superior;Administrador;17;Privado;$14,690;13;SUV;no;$0;0;Si;0;14;Urbano
80980;0;53;0;15;$73,714;No;$225,278;M;Master;Abogado;49;Privado;$21,190;4;Van;si;$0;0;No;0;18;Rural
37061;0;53;0;15;$84,345;No;$264,549;F;Superior;Deportista;36;Privado;$9,930;4;SUV;no;$0;0;No;3;5;Urbano
86541;0;59;2;18;$137,183;No;$374,393;M;Master;;5;Comercial;$40,580;13;Camión;no;$0;0;No;1;10;Urbano
84013;0;28;2;9;$54,005;No;$164,212;F;Superior;Independiente;46;Comercial;$1,500;1;Deportivo;no;$0;0;No;0;7;Rural
66076;0;41;0;8;$95,166;No;$306,407;M;Superior;Administrador;31;Privado;$26,890;6;Minivan;no;$0;0;No;0;8;Urbano
96558;0;53;0;8;$86,541;No;$281,982;M;Master;Deportista;17;Comercial;$6,800;1;Pickup;si;$0;0;Si;1;9;Urbano
28227;0;41;0;0;$0;No;$95,757;F;Master;Abogado;33;Privado;$8,870;1;SUV;no;$0;0;Si;1;10;Urbano
34507;0;35;2;12;;Si;$0;F;Bachiller;Independiente;43;Privado;$9,730;5;SUV;no;$0;0;No;4;4;Urbano
36094;1;41;2;10;$32,057;No;$166,326;F;Técnico;Arquitecto;20;Privado;$8,810;1;SUV;no;$0;0;No;0;1;Rural
41488;0;56;0;12;$62,483;No;;F;Superior;Deportista;18;Privado;$13,350;3;SUV;no;$0;0;No;0;8;Urbano
16917;2;43;2;4;$67,546;Si;$0;F;Superior;Administrador;9;Privado;$26,880;6;Minivan;no;$0;0;No;0;10;Urbano
26788;0;51;0;13;$54,197;No;$222,759;M;Superior;Deportista;26;Privado;$11,720;4;Pickup;si;$0;0;Si;3;13;Urbano
90448;0;38;0;11;$33,151;No;$184,852;F;Superior;Administrador;31;Privado;$11,530;13;SUV;no;$0;0;No;0;9;Rural
54824;0;50;0;9;$154,602;No;$0;M;Master;Abogado;36;Privado;$6,500;7;Pickup;si;$0;0;No;1;11;Urbano
17709;0;45;1;15;$32,596;No;;F;Superior;Estudiante;39;Comercial;$11,490;11;SUV;no;$0;0;No;0;10;Urbano
80554;0;53;0;7;$8,791;No;$117,461;F;Bachiller;Ingeniero;67;Privado;$19,620;7;SUV;no;$0;0;No;0;1;Rural
91210;0;63;0;16;$141,953;No;$377,925;M;PhD;;35;Comercial;$27,570;10;Pickup;si;$0;0;No;0;9;Urbano
98525;1;40;2;14;;No;$123,204;M;Bachiller;Independiente;33;Comercial;$7,530;4;Pickup;si;$0;0;Si;2;1;Rural
15903;1;43;2;11;$24,124;No;$157,794;F;Bachiller;Independiente;40;Privado;$8,140;7;SUV;no;$0;0;No;0;1;Rural
12447;0;37;0;10;$138,854;No;$410,049;F;Master;Administrador;29;Privado;$19,090;7;Deportivo;no;$0;0;No;0;14;Urbano
20971;1;38;2;15;$40,342;No;$189,439;F;Superior;Arquitecto;5;Privado;$19,940;16;Deportivo;no;$0;0;No;0;14;Rural
64074;0;42;0;12;$34,810;No;$0;M;Técnico;Independiente;20;Comercial;$9,180;1;Pickup;si;$0;0;No;1;11;Rural
52264;0;52;0;11;$78,348;No;$0;F;Superior;Independiente;5;Comercial;$14,530;7;SUV;no;$0;0;No;0;;Rural
59754;0;48;0;8;$117,338;No;$331,818;M;PhD;;12;Comercial;$28,510;4;Camión;si;$0;0;Si;0;20;Urbano
20101;0;53;0;7;$98,678;No;$268,734;F;Superior;Independiente;25;Privado;$11,650;1;SUV;no;$0;0;No;0;1;Rural
49472;0;48;0;14;$20,792;No;$165,130;F;Superior;Ingeniero;49;Privado;$13,930;3;SUV;no;$0;0;No;0;6;Rural
89335;0;44;0;9;$74,722;No;$231,034;F;Superior;Administrador;9;Privado;$23,640;6;Minivan;no;$0;0;No;0;1;Urbano
17094;0;56;0;12;$146,309;No;$426,818;F;Master;Abogado;11;Privado;$34,460;6;Pickup;no;$0;0;No;3;15;Urbano
53604;1;38;3;12;$6,611;No;$122,610;M;Superior;Ingeniero;39;Privado;$11,810;10;Pickup;no;$0;0;No;0;14;Rural
51367;0;46;0;12;$100,018;No;$346,916;F;Master;Deportista;5;Privado;$16,100;13;SUV;no;$0;0;No;0;;Urbano
89572;0;49;0;12;$106,161;No;$282,961;F;Superior;Independiente;31;Comercial;$18,020;1;SUV;no;$0;0;No;0;16;Urbano
76917;0;47;0;11;$30,452;No;$150,468;M;Bachiller;Independiente;34;Comercial;$21,210;1;Van;si;$0;0;No;0;8;Urbano
20699;0;57;0;11;$186,610;No;$508,282;F;PhD;Doctor;39;Privado;$12,800;1;Minivan;no;$0;0;No;0;18;Urbano
61830;0;39;0;15;$117,244;No;$326,392;F;Master;Abogado;42;Privado;$17,780;13;Deportivo;no;$0;0;No;2;14;Urbano
14840;3;41;3;;$109,957;No;$284,462;F;Master;Deportista;32;Privado;$18,130;6;SUV;no;$0;0;Si;4;;Urbano
62072;0;36;0;11;$30,071;No;$152,771;F;Bachiller;Independiente;33;Privado;$17,970;10;SUV;no;$0;0;No;0;1;Rural
62634;0;35;0;9;$55,424;No;$0;F;Bachiller;Independiente;64;Privado;$16,260;4;SUV;no;$0;0;No;0;4;Urbano
17039;0;35;0;9;$19,639;No;$0;F;Técnico;Arquitecto;45;Privado;$20,860;4;Minivan;si;$0;0;No;0;1;Urbano
76645;0;56;0;6;;No;$242,441;F;Master;Abogado;13;Privado;$29,040;4;Minivan;no;$0;0;No;0;14;Urbano
12193;2;44;3;14;$15,385;Si;$0;F;Bachiller;Arquitecto;38;Privado;$9,670;3;SUV;no;$0;0;No;0;5;Urbano
26912;0;46;0;8;$51,822;No;$174,401;F;Técnico;Independiente;30;Privado;$7,870;1;SUV;no;$0;0;No;0;1;Urbano
85665;0;64;0;13;$61,521;No;$248,878;F;Master;Abogado;41;Privado;$7,650;1;Deportivo;no;$0;0;No;8;9;Urbano
57562;0;35;0;9;$26,048;No;$0;M;Técnico;Arquitecto;42;Comercial;$28,370;4;Camión;si;$0;0;No;3;1;Urbano
89613;0;46;0;13;$26,353;No;$128,701;M;Superior;Administrador;35;Privado;$11,350;10;Pickup;no;$0;0;No;2;9;Urbano
52624;2;46;0;10;$42,644;No;$158,938;M;Técnico;Independiente;59;Comercial;$28,470;4;Pickup;no;$0;0;No;0;7;Urbano
82414;0;48;0;11;$89,404;No;$288,123;M;Superior;Deportista;35;Privado;$15,240;3;Minivan;si;$0;0;No;1;11;Urbano
65317;1;59;2;14;$27,823;No;$161,744;F;Master;Ingeniero;49;Privado;$3,950;6;SUV;no;$0;0;No;0;9;Rural
41800;0;50;0;;$238,724;No;$576,824;F;PhD;Doctor;37;Privado;$30,370;4;Minivan;no;$0;0;No;0;15;Urbano
41906;0;45;0;10;$67,263;No;$212,757;M;Superior;Administrador;50;Comercial;$32,270;7;Camión;no;$0;0;Si;0;;Urbano
79289;1;39;3;0;$0;Si;$0;F;Superior;Ingeniero;39;Privado;$6,580;1;SUV;no;$0;0;No;0;1;Rural
74180;0;47;0;13;$47,355;No;$165,540;F;Técnico;Independiente;23;Comercial;$10,940;6;Deportivo;no;$0;0;No;0;1;Urbano
77567;0;45;0;11;$177,365;No;;F;Master;Abogado;20;Privado;$49,940;7;Deportivo;no;$0;0;No;3;14;Urbano
17103;0;56;0;3;$37,352;No;$0;M;Master;Abogado;40;Privado;$13,910;7;Minivan;no;$0;0;No;0;20;Rural
67323;0;46;0;10;$23,965;No;$0;M;Bachiller;Independiente;26;Privado;$6,300;4;Pickup;si;$0;0;No;0;6;Urbano
40578;0;50;0;0;$0;No;$0;F;Bachiller;Estudiante;45;Privado;$6,500;10;Deportivo;no;$0;0;No;0;1;Rural
96585;0;53;0;6;$159,399;No;$0;F;PhD;Doctor;32;Privado;$16,810;1;Deportivo;no;$0;0;No;0;11;Urbano
27866;0;44;0;0;$0;No;$0;M;Técnico;Estudiante;50;Comercial;$17,700;10;Van;no;$0;0;No;0;12;Urbano
58500;0;48;0;12;$59,334;No;$208,034;M;Superior;Independiente;50;Privado;$12,230;3;Minivan;si;$0;0;No;3;11;Urbano
89037;0;57;0;13;$75,143;No;$276,789;M;Master;;40;Comercial;$26,030;9;Camión;si;$0;0;No;1;17;Rural
78973;0;52;0;14;$52,829;No;$192,969;M;Superior;Arquitecto;41;Privado;$14,720;17;Minivan;si;$0;0;No;1;13;Urbano
13821;0;57;0;14;$89,448;No;$255,481;F;PhD;Deportista;20;Privado;$18,020;1;SUV;no;$0;0;No;0;14;Urbano
84721;0;34;1;13;$79,957;No;$172,461;M;Técnico;Independiente;47;Comercial;$12,510;12;Minivan;no;$0;0;No;0;9;Urbano
38661;0;44;0;13;$116,675;No;$353,981;F;Master;Deportista;24;Privado;$26,770;1;Minivan;no;$0;0;No;5;11;Urbano
98369;0;68;0;19;$67,371;No;$248,630;M;PhD;Doctor;14;Privado;$15,820;3;SUV;si;$0;0;No;4;11;Urbano
45234;0;42;0;11;$111,682;No;$0;M;Bachiller;Independiente;34;Privado;$14,880;6;Minivan;no;$0;0;No;0;5;Urbano
34643;0;43;0;11;$40,754;No;$160,597;M;Superior;Administrador;21;Comercial;$9,880;4;Pickup;no;$0;0;No;2;9;Urbano
90086;0;42;2;13;$63,030;No;$217,602;F;Bachiller;Arquitecto;78;Comercial;$38,870;1;Camión;no;$0;0;No;0;7;Rural
15694;0;39;0;15;$92,702;No;$276,313;M;Técnico;Deportista;26;Privado;$14,670;12;Minivan;si;$0;0;No;2;7;Urbano
87396;0;38;0;13;$77,505;No;$201,937;M;Master;Abogado;20;Privado;$5,300;7;Minivan;si;$0;0;No;0;15;Urbano
79920;0;45;0;14;$49,474;No;$169,453;F;Superior;Administrador;26;Privado;$7,980;7;Deportivo;no;$0;0;No;1;7;Urbano
82612;0;50;0;7;$73,308;No;$240,645;M;Master;Abogado;38;Privado;$18,720;7;Van;no;$0;0;No;2;19;Rural
31508;0;48;0;;$144,922;No;$0;M;Master;;31;Comercial;$33,290;4;Camión;no;$0;0;Si;0;20;Urbano
56287;1;43;2;8;$69,855;No;$231,275;M;Superior;Independiente;65;Comercial;$17,430;3;Van;si;$0;0;Si;2;10;Urbano
41504;0;64;3;13;$50,166;No;$234,582;M;Master;Deportista;42;Privado;$13,450;1;SUV;si;$0;0;No;0;10;Urbano
25372;0;29;1;12;$45,114;No;$121,949;M;Técnico;Arquitecto;41;Privado;$8,780;6;Pickup;no;$0;0;No;0;1;Urbano
29750;0;52;0;7;$132,280;No;$388,651;F;Master;Abogado;33;Privado;$27,590;4;Deportivo;no;$0;0;No;0;14;Urbano
78092;0;57;0;0;$0;No;;F;Técnico;Ingeniero;37;Privado;$1,500;1;SUV;no;$0;0;No;0;4;Urbano
90031;0;37;1;0;$0;Si;$0;F;Superior;Estudiante;50;Privado;$9,270;9;SUV;no;$0;0;Si;0;10;Urbano
64183;0;44;0;0;$0;No;$83,523;F;Técnico;Ingeniero;72;Privado;$20,230;1;Minivan;no;$0;0;No;0;8;Rural
60502;0;47;0;16;$33,717;No;$145,021;M;Técnico;Arquitecto;45;Comercial;$4,870;13;Pickup;si;$0;0;Si;0;1;Urbano
22560;0;46;0;7;$44,358;No;$169,297;F;Bachiller;Arquitecto;9;Privado;$10,540;1;SUV;no;$0;0;No;2;6;Rural
70955;0;46;0;10;$70,840;No;$0;M;Superior;Administrador;32;Privado;$13,180;3;Minivan;no;$0;0;Si;0;1;Urbano
61988;0;29;2;0;;No;$52,142;F;Técnico;Ingeniero;37;Privado;$5,830;4;SUV;no;$0;0;No;1;8;Rural
52404;0;45;0;12;;No;$322,926;F;PhD;Deportista;5;Privado;$11,160;1;Deportivo;no;$0;0;No;0;16;Urbano
21062;0;44;1;9;$5,952;No;$0;M;Superior;Estudiante;22;Comercial;$6,500;4;Pickup;si;$0;0;No;0;10;Urbano
10374;0;31;3;10;$106,985;Si;$0;F;Master;Deportista;8;Privado;$23,970;6;Pickup;no;$0;0;No;0;13;Urbano
48671;0;49;0;12;$113,801;No;$354,048;M;PhD;;30;Comercial;$9,020;1;Pickup;no;$0;0;No;1;13;Urbano
42209;0;55;0;4;$95,473;No;$0;F;Superior;Administrador;22;Privado;$35,340;7;Minivan;no;$0;0;No;0;10;Rural
55736;0;56;0;12;$137,181;No;$392,070;F;Superior;Administrador;47;Privado;$40,260;4;SUV;no;$0;0;No;1;7;Rural
90657;0;45;0;10;$50,352;No;$201,404;F;Superior;Ingeniero;16;Privado;$11,040;7;SUV;no;$0;0;No;0;15;Urbano
48568;0;50;0;11;$83,871;No;$283,832;M;Superior;Administrador;20;Comercial;$27,460;11;Camión;si;$0;0;No;0;7;Urbano
24768;0;34;4;14;$59,907;No;$185,912;F;Bachiller;Independiente;33;Privado;$14,420;1;Minivan;no;$0;0;No;0;5;Urbano
17791;0;32;1;11;;Si;$0;M;Master;Administrador;22;Privado;$15,680;4;Minivan;si;$0;0;No;1;11;Urbano
88554;0;37;0;12;$156,346;No;;M;Master;;30;Privado;$20,830;4;Van;si;$0;0;No;1;11;Urbano
94257;0;51;0;11;$8,260;No;$124,947;M;Técnico;Estudiante;31;Comercial;$15,620;6;Minivan;si;$0;0;No;1;9;Urbano
46617;0;51;0;6;$42,313;No;$0;F;Superior;Independiente;27;Comercial;$14,340;4;SUV;no;$0;0;No;4;;Urbano
88711;0;52;0;9;$138,004;No;$343,853;F;PhD;Deportista;10;Privado;$27,310;4;Minivan;no;$0;0;No;0;10;Urbano
74975;0;48;0;11;$140,112;No;$336,063;F;PhD;;47;Comercial;$28,380;10;Pickup;no;$0;0;No;2;17;Urbano
91860;0;35;2;9;$98,918;Si;$0;M;Superior;Administrador;27;Comercial;$23,740;12;Camión;si;$0;0;No;1;9;Urbano
66528;0;34;1;9;$26,128;No;$140,038;M;Bachiller;Independiente;22;Comercial;$29,050;6;Camión;no;$0;0;No;2;9;Urbano
94790;2;41;2;9;$64,928;No;$250,830;F;Superior;Independiente;34;Privado;$20,590;6;Pickup;no;$0;0;No;0;10;Urbano
55015;0;38;0;8;$118,057;No;$298,339;F;Superior;Deportista;31;Privado;$19,390;1;SUV;no;$0;0;No;0;9;Urbano
88828;0;48;0;12;$107,503;No;$353,815;F;Master;Abogado;24;Privado;$28,270;4;SUV;no;$0;0;No;0;17;Urbano
56683;0;48;0;13;$70,682;No;$263,905;F;Técnico;Independiente;25;Comercial;$27,800;4;Pickup;no;$0;0;Si;0;1;Urbano
75272;0;44;2;0;$0;No;$0;M;Técnico;Estudiante;25;Privado;$15,070;9;Minivan;si;$0;0;No;2;9;Rural
34683;0;43;0;11;$190,991;No;;M;Master;Deportista;46;Privado;$5,800;1;Pickup;no;$0;0;No;1;18;Urbano
85614;1;46;0;10;$84,667;No;$236,725;F;Superior;Independiente;56;Comercial;$35,050;1;Camión;no;$0;0;No;0;7;Urbano
12843;0;47;0;9;$39,837;No;$147,765;M;Bachiller;Arquitecto;59;Privado;$10,940;1;Pickup;si;$0;0;No;0;1;Urbano
29580;0;57;0;13;$196,889;No;$484,353;M;Master;Administrador;42;Comercial;$7,910;1;Minivan;si;$0;0;Si;5;15;Urbano
43855;0;54;0;2;$96,154;No;$0;F;PhD;;21;Comercial;$25,080;7;Pickup;no;$0;0;No;0;16;Urbano
91693;0;32;0;;$24,506;No;$117,746;M;Superior;Arquitecto;66;Comercial;$18,260;3;Van;si;$0;0;No;0;10;Urbano
17413;0;49;0;14;$73,568;No;;F;Superior;Deportista;17;Privado;$24,300;1;Minivan;no;$0;0;No;0;1;Urbano
80040;0;34;2;13;$17,753;No;$113,850;F;Bachiller;Arquitecto;37;Privado;$14,760;1;SUV;no;$0;0;No;2;1;Urbano
17603;0;46;0;11;$57,456;No;$207,400;M;Superior;Deportista;32;Privado;$15,160;1;Minivan;si;$0;0;No;0;6;Urbano
35376;0;56;1;14;$133,296;No;$390,866;F;PhD;Deportista;24;Privado;$20,430;17;Minivan;no;$0;0;No;0;13;Urbano
83144;0;61;0;12;$179,536;No;$481,375;M;PhD;Doctor;45;Privado;$7,600;1;SUV;no;$0;0;No;0;19;Urbano
94837;0;43;0;14;$29,922;No;$0;M;Técnico;Arquitecto;40;Privado;$12,140;4;Pickup;si;$0;0;No;1;1;Urbano
17971;0;48;0;7;$24,212;No;$182,544;M;Técnico;Arquitecto;38;Privado;$19,520;13;Van;si;$0;0;No;3;8;Urbano
19227;0;66;0;10;$86,112;No;$278,597;M;Master;Deportista;18;Privado;$27,690;10;SUV;si;$0;0;No;0;9;Urbano
79117;0;54;0;14;;No;$293,118;F;Superior;Independiente;27;Comercial;$33,200;7;SUV;no;$0;0;No;1;7;Urbano
16955;1;43;2;12;$23,996;No;$150,242;F;Bachiller;Ingeniero;47;Privado;$7,100;6;Deportivo;no;$0;0;No;0;7;Rural
46272;0;45;2;11;$88,787;Si;$215,953;F;Master;;5;Comercial;$14,880;6;Pickup;no;$0;0;No;4;13;Urbano
12001;0;60;0;14;$41,048;No;$0;M;Superior;Deportista;5;Privado;$8,040;1;Minivan;no;$0;0;No;0;4;Urbano
55500;2;43;4;0;$0;No;$98,245;F;Técnico;Ingeniero;39;Privado;$14,000;6;SUV;no;$0;0;No;2;1;Rural
91137;0;49;0;11;$23,711;No;$0;F;Técnico;Arquitecto;25;Privado;$8,770;7;Deportivo;no;$0;0;No;0;1;Rural
26139;0;51;0;0;$0;No;$0;F;Técnico;Estudiante;37;Comercial;$6,600;1;Deportivo;no;$0;0;No;0;1;Rural
55634;0;39;0;10;$76,150;No;$219,917;M;Superior;Independiente;39;Comercial;$14,010;6;Minivan;no;$0;0;No;5;8;Rural
29615;0;39;0;11;$57,744;No;$213,239;F;Técnico;Independiente;45;Comercial;$11,170;1;SUV;no;$0;0;No;3;8;Urbano
81240;0;39;0;10;$92,139;No;$289,351;M;Superior;Deportista;11;Comercial;$20,300;3;Van;si;$0;0;No;0;14;Urbano
23353;0;32;1;13;$22,243;Si;$0;F;Superior;Ingeniero;5;Comercial;$19,470;13;Pickup;no;$0;0;No;0;10;Urbano
41750;0;49;0;11;$97,623;No;$277,348;M;Superior;Administrador;44;Privado;$16,160;1;Minivan;no;$0;0;No;0;8;Rural
